automobila	te	da	0.750000
za	njih	je	0.121212
za	njihove	potrebe	0.750000
za	njim	je	0.230769
za	nju	je	0.238095
za	obranu	od	0.200000
za	odmor	i	0.666667
za	odnose	s	1.000000
za	one	koji	0.583333
za	ono	što	0.666667
za	osobe	koje	0.600000
za	osobu	koja	0.750000
za	ovaj	grad	0.120000
za	ovaj	album	0.120000
za	ovo	je	0.272727
za	ovu	vrstu	0.166667
za	ovu	pjesmu	0.125000
za	pisanje	i	0.375000
za	pobjedu	u	0.437500
za	pobjedu	se	0.312500
za	pomoć	u	0.227273
za	pomoć	djeci	0.136364
za	posao	u	0.428571
za	povijest	umjetnosti	0.454545
za	povijest	i	0.272727
za	povratak	na	0.428571
za	povratak	u	0.357143
za	predsjednika	je	0.266667
za	prva	dva	0.750000
za	prvog	predsjednika	1.000000
za	rad	na	0.304348
za	rad	i	0.173913
za	ratni	zločin	1.000000
za	razliku	od	1.000000
za	razvoj	i	0.266667
za	red	veličine	0.600000
za	sada	ne	0.266667
za	sebe	i	0.153846
za	sebe	je	0.115385
za	slučaj	da	0.600000
za	svaki	od	0.266667
za	sve	što	0.113636
za	sve	vrste	0.090909
za	sve	to	0.068182
za	svećenika	je	0.238095
za	svećenika	u	0.142857
za	svećenika	godine	0.142857
za	svećenika	se	0.142857
za	svog	prijatelja	0.272727
za	svoj	rad	0.302326
za	svoj	život	0.093023
za	svoj	novi	0.069767
za	svoj	je	0.069767
za	svoja	djela	0.800000
za	taj	je	0.153846
za	to	vrijeme	0.266667
za	to	je	0.123810
za	to	bivše	0.085714
za	to	su	0.057143
za	to	doba	0.038095
za	to	što	0.028571
za	to	da	0.028571
za	treće	mjesto	1.000000
za	tri	zvona	0.272727
za	tu	ulogu	0.172414
za	ubojstvo	svoje	0.333333
za	ulazak	u	0.785714
za	umjetnost	i	0.777778
za	više	od	0.250000
za	više	igrača	0.150000
za	vojsku	i	0.750000
za	vozača	i	1.000000
za	vrijeme	rata	0.084416
za	vrijeme	drugog	0.064935
za	vrijeme	studija	0.038961
za	vrijeme	svog	0.038961
za	vrijeme	svoje	0.038961
za	vrijeme	njegovog	0.032468
za	vrijeme	njegove	0.025974
za	vrijeme	njegova	0.025974
za	vrijeme	u	0.019481
za	vrijeme	prvog	0.019481
za	vrijeme	života	0.019481
za	vrijeme	prve	0.019481
za	vrijeme	ovog	0.019481
za	vrijeme	tih	0.019481
za	vrijeme	drugoga	0.019481
za	vrijeme	francuske	0.019481
za	vrijeme	te	0.019481
za	vrijeme	putovanja	0.019481
za	zaštitu	od	0.291667
za	zaštitu	prirode	0.166667
za	zaštitu	životinja	0.125000
za	zaštitu	i	0.125000
za	znanost	i	0.375000
za	čije	je	0.800000
za	što	je	0.340426
za	što	su	0.170213
za	što	se	0.127660
za	žene	u	0.250000
za	žene	i	0.187500
za	život	u	0.238095
za	život	i	0.142857
za	života	je	0.400000
za	života	nije	0.200000
zabranjeno	mu	je	1.000000
zadnjih	nekoliko	godina	1.000000
zajedno	s	ostalim	0.111111
zajedno	s	još	0.086420
zajedno	s	drugim	0.086420
zajedno	s	njim	0.086420
zajedno	s	bratom	0.049383
zajedno	s	jednim	0.049383
zajedno	s	majkom	0.037037
zajedno	s	ocem	0.037037
zajedno	sa	svojim	0.462963
zajedno	sa	svojom	0.129630
zaljubljena	u	njega	1.000000
zamisliti	da	se	0.428571
zamolio	ga	da	0.500000
zanimljivo	da	je	0.750000
zanimljivo	je	da	0.711111
zanimljivo	je	kako	0.111111
zapadu	i	jugu	0.500000
završila	je	na	0.235294
završila	je	školu	0.176471
završio	je	u	0.411765
završio	je	na	0.117647
završio	je	kao	0.058824
završio	je	srednju	0.058824
završio	na	mjestu	0.777778
završio	srednju	školu	1.000000
završio	u	bolnici	0.333333
zemlja	je	bila	0.333333
zemlja	koja	je	1.000000
zemlje	do	zemlje	0.833333
zemlje	dok	je	1.000000
zemlje	koje	su	0.625000
zida	koji	je	1.000000
znanost	ne	može	0.750000
znanosti	i	umjetnosti	0.571429
znanosti	i	tehnologije	0.107143
značilo	da	je	0.600000
značiti	da	su	1.000000
zrakoplov	je	bio	0.333333
zrakoplov	koji	je	0.750000
čak	i	ako	0.114458
čak	i	kad	0.066265
čak	i	nakon	0.054217
čak	i	za	0.042169
čak	i	na	0.036145
čak	i	prije	0.030120
čak	i	do	0.024096
čak	i	da	0.018072
čak	i	kada	0.018072
čak	i	od	0.018072
čak	i	tijekom	0.018072
čak	i	uz	0.018072
čak	je	i	0.555556
čak	se	i	0.750000
čak	su	i	0.555556
čak	više	od	1.000000
čega	dolazi	do	0.818182
čega	ga	je	0.545455
čega	je	bio	0.052632
čega	je	u	0.052632
čega	je	i	0.042105
čega	je	oko	0.031579
čega	je	km	0.031579
čega	je	osvojio	0.031579
čega	mu	je	0.600000
čega	su	se	0.138889
čega	su	mu	0.083333
čega	će	se	0.333333
četiri	dana	kasnije	0.333333
četiri	do	pet	0.500000
četiri	do	šest	0.500000
četiri	godine	kasnije	0.214286
četiri	godine	nakon	0.095238
četiri	godine	u	0.071429
četiri	i	pol	0.444444
četiri	knjige	i	0.300000
četiri	knjige	o	0.300000
četiri	mjeseca	kasnije	0.230769
četiri	mjeseca	nakon	0.230769
četiri	puta	godišnje	0.150000
četiri	skupina	po	1.000000
čini	da	je	0.250000
čini	da	su	0.187500
čini	kao	da	0.600000
čini	se	da	0.819277
čini	se	kako	0.084337
činjenicu	da	je	0.307692
član	društva	za	0.750000
član	je	društva	0.363636
član	odbora	za	0.857143
članovi	su	bili	0.500000
čuvaju	se	u	0.600000
žena	i	djece	0.400000
žena	i	muškaraca	0.200000
žena	koja	je	0.466667
žena	koje	su	0.666667
žena	mu	je	1.000000
žena	te	je	0.750000
žensko	pravo	glasa	1.000000
živjela	je	u	0.500000
živjeli	su	u	0.421053
život	i	djelo	0.107143
život	i	rad	0.107143
život	na	zemlji	0.500000
