актьор	и	продуцент	0.750000
сега	не	е	0.379310
сега	няма	да	0.700000
сега	нямаше	да	1.000000
сега	обаче	се	0.200000
сега	остава	да	1.000000
сега	повече	от	0.750000
сега	са	се	0.125000
сега	са	с	0.125000
сега	се	е	0.097561
сега	се	оказва	0.073171
сега	след	като	0.444444
сега	той	е	0.500000
сега	трябва	да	1.000000
сега	ще	се	0.119048
сега	ще	трябва	0.095238
сега	ще	видим	0.071429
сега	ще	ви	0.071429
седмица	в	който	0.176471
седмица	по	късно	0.562500
седмица	по	рано	0.312500
седмица	след	като	0.333333
седмица	ще	се	0.142857
седмици	за	да	0.750000
седмици	или	месеци	0.750000
седмици	по	късно	0.571429
седмици	след	като	0.600000
семейството	и	приятелите	0.333333
семейството	и	близките	0.266667
семейството	му	са	0.150000
семейството	му	е	0.150000
семейството	си	в	0.125000
сериозна	заплаха	за	1.000000
сериозна	част	от	1.000000
сещаш	ли	се	1.000000
си	а	след	0.116279
си	а	сега	0.069767
си	в	русия	0.060440
си	в	страната	0.038462
си	в	социалните	0.032967
си	в	сащ	0.021978
си	в	рамките	0.021978
си	в	китай	0.021978
си	в	името	0.021978
си	в	европа	0.016484
си	в	софия	0.016484
си	в	мрежата	0.016484
си	вършат	работата	0.923077
си	върши	работата	0.800000
си	го	позволят	0.066667
си	го	е	0.050000
си	да	се	0.252427
си	да	не	0.087379
си	да	си	0.048544
си	да	бъдат	0.038835
си	даваме	сметка	0.857143
си	дават	сметка	0.818182
си	два	мача	1.000000
си	ден	на	0.375000
си	джи	би	1.000000
си	до	края	0.166667
си	докато	се	0.428571
си	е	купил	0.038095
си	е	работила	0.028571
си	е	на	0.028571
си	е	бил	0.028571
си	жив	и	0.750000
си	живот	в	0.166667
си	за	да	0.309091
си	за	това	0.030303
си	за	по	0.018182
си	за	руски	0.018182
си	за	сметка	0.018182
си	заслужава	да	0.777778
си	затваря	очите	0.750000
си	знае	работата	0.428571
си	и	да	0.213235
си	и	се	0.055147
си	и	ще	0.051471
си	и	на	0.033088
си	и	за	0.029412
си	и	не	0.025735
си	и	от	0.022059
си	и	по	0.018382
си	и	го	0.014706
си	и	баща	0.011029
си	и	това	0.011029
си	и	този	0.011029
си	и	със	0.011029
си	и	след	0.011029
си	играе	с	0.666667
си	или	да	0.333333
си	има	държава	0.100000
си	какво	ще	0.272727
си	както	и	0.444444
си	като	се	0.118644
си	като	председател	0.050847
си	като	най	0.050847
си	който	е	0.250000
си	личи	че	0.428571
си	мислеше	че	0.750000
си	мисли	че	0.960000
си	мислим	че	0.750000
си	мислите	че	0.875000
си	мислиш	че	1.000000
си	мисля	че	0.875000
си	мислят	че	0.850000
си	може	да	0.571429
си	му	е	0.600000
си	място	в	0.400000
си	на	руски	0.031250
си	на	работа	0.023438
си	на	глас	0.023438
си	на	юг	0.023438
си	начин	на	1.000000
си	не	е	0.160000
си	не	само	0.120000
си	ниво	от	0.500000
си	но	не	0.094340
си	но	и	0.075472
си	но	също	0.056604
си	но	се	0.056604
си	няма	и	0.250000
си	образование	в	0.416667
си	останат	вкъщи	0.428571
си	от	русия	0.040000
си	от	г	0.040000
си	от	преди	0.030000
си	пада	по	1.000000
си	плаща	за	0.750000
си	по	време	0.160000
си	по	повод	0.060000
си	под	наем	0.600000
си	подкрепа	за	0.857143
си	позволи	да	0.676471
си	позволим	да	0.583333
си	позволих	да	1.000000
си	позволява	да	1.000000
си	позволят	да	0.562500
си	поставя	за	1.000000
си	правила	и	1.000000
си	пред	конгреса	0.250000
си	преди	повече	0.428571
си	представим	че	0.307692
си	представим	какво	0.230769
си	представя	как	0.400000
си	през	г	0.275862
си	през	следващата	0.137931
си	през	година	0.103448
си	призна	че	0.666667
си	присъствие	в	0.750000
си	пространство	за	0.750000
си	профил	във	1.000000
си	рожден	ден	1.000000
си	с	русия	0.042553
си	с	него	0.031915
си	с	на	0.031915
си	с	която	0.031915
си	само	с	0.230769
си	свършат	работата	1.000000
си	свърши	работата	1.000000
си	свършили	работата	1.000000
си	след	като	0.666667
си	сметка	че	0.333333
си	спомни	за	0.428571
си	струва	да	0.769231
си	тази	година	0.500000
си	така	че	0.500000
си	така	и	0.312500
си	тръгна	от	0.333333
си	трябва	да	0.750000
си	тъй	като	1.000000
си	тя	е	0.666667
си	у	нас	0.666667
си	част	е	0.333333
си	части	и	0.750000
си	че	е	0.118644
си	че	няма	0.050847
сигнали	от	граждани	0.500000
сигурно	е	че	0.357143
сигурно	че	няма	0.375000
сигурността	и	отбраната	0.571429
сигурността	на	европа	0.107143
силно	се	надявам	0.750000
синьо	гориво	от	0.200000
система	за	борба	0.185185
система	за	управление	0.148148
система	за	да	0.111111
система	на	страната	0.137931
скок	в	цените	0.666667
скок	на	цените	0.750000
скоро	време	да	0.466667
скоро	време	ще	0.266667
скоро	да	се	0.233333
скоро	за	да	0.750000
скоро	може	да	1.000000
скоро	няма	да	0.857143
скоро	след	това	0.769231
скоро	трябва	да	1.000000
скоро	ще	бъдат	0.098592
скоро	ще	се	0.084507
скоро	ще	стане	0.070423
скоро	ще	бъде	0.056338
скоро	ще	има	0.042254
скоро	ще	си	0.042254
следващите	години	е	0.100000
следващите	два	месеца	0.500000
следващите	две	години	0.727273
следващите	дни	ще	0.400000
следващите	дни	и	0.120000
следващите	няколко	месеца	0.421053
следващите	няколко	години	0.315789
следващите	пет	години	0.500000
следващите	три	години	0.384615
следващите	три	месеца	0.230769
следващите	шест	месеца	0.500000
сложим	край	на	1.000000
службата	за	сигурност	0.500000
случай	в	който	0.400000
случай	години	от	1.000000
случай	деня	на	1.000000
случай	може	да	1.000000
случай	не	може	0.181818
случай	не	е	0.136364
случай	няма	да	0.571429
случай	че	не	0.137931
случай	че	се	0.137931
случай	че	русия	0.103448
случай	ще	се	0.187500
случайно	или	не	1.000000
сме	в	състояние	0.063830
сме	в	процес	0.063830
сме	в	една	0.063830
сме	в	ситуация	0.063830
сме	в	началото	0.063830
сме	във	война	0.800000
сме	готови	да	0.461538
сме	готови	за	0.269231
сме	готови	на	0.115385
сме	длъжни	да	0.888889
сме	доволни	от	0.800000
сме	за	да	0.250000
сме	ли	най	1.000000
сме	много	доволни	0.250000
сме	наясно	че	0.454545
сме	наясно	с	0.272727
сме	отговорни	за	1.000000
сме	свидетели	на	0.733333
сме	сигурни	че	0.800000
сме	тук	за	0.636364
сме	част	от	1.000000
сме	членове	на	1.000000
сметките	за	ток	0.555556
сметките	за	енергия	0.166667
сметките	си	за	0.625000
смърт	в	резултат	0.428571
смятат	че	е	0.142857
смятат	че	са	0.111111
снимка	на	деня	0.190476
снимки	на	деня	0.285714
снимки	от	мястото	0.157895
собствени	средства	на	0.272727
собствения	си	народ	0.272727
социалните	услуги	в	1.000000
спалнята	на	бившия	1.000000
спешна	медицинска	помощ	1.000000
спешна	помощ	в	0.200000
спешно	да	се	0.416667
спешно	трябва	да	1.000000
списъка	си	с	1.000000
сподели	че	според	0.117647
сподели	че	е	0.088235
сподели	че	ще	0.088235
спомняш	ли	си	1.000000
спре	войната	в	1.000000
спре	до	тук	0.750000
сравнение	с	г	0.114286
сравнение	с	миналата	0.066667
сравнение	с	януари	0.047619
сравнение	с	други	0.038095
сравнение	с	тези	0.038095
сравнение	с	година	0.038095
сравнение	с	това	0.028571
сравнение	с	първото	0.028571
сравнение	с	преди	0.028571
сравнение	с	останалите	0.028571
сравнение	с	цената	0.028571
сравнение	със	същия	0.666667
среда	в	която	0.375000
среда	за	сигурност	0.666667
среда	и	водите	0.687500
среща	за	да	0.600000
среща	на	върха	0.380952
среща	на	високо	0.119048
среща	на	която	0.071429
среща	през	г	0.750000
среща	с	министъра	0.090909
среща	с	колегите	0.068182
срещна	днес	с	1.000000
срещна	с	президента	0.250000
срещу	войната	в	0.428571
срещу	всички	останали	1.000000
срещу	главния	прокурор	1.000000
срещу	действията	на	0.750000
срещу	него	е	0.142857
срещу	него	са	0.119048
срещу	него	се	0.071429
срещу	нея	е	0.200000
срещу	онези	които	1.000000
срещу	политиката	на	1.000000
срещу	правителството	на	0.428571
срещу	промените	в	1.000000
срещу	русия	заради	0.161290
срещу	русия	и	0.112903
срещу	русия	в	0.064516
срещу	русия	като	0.048387
срещу	себе	си	1.000000
срещу	служители	на	0.750000
срещу	собствените	си	0.750000
срещу	тях	е	0.200000
срок	в	който	0.800000
срок	до	часа	0.541667
срок	до	г	0.083333
срок	на	изпълнение	0.600000
срок	от	години	0.237288
срок	от	дни	0.118644
срок	от	три	0.084746
срок	от	месеца	0.067797
срок	от	до	0.067797
срок	от	един	0.050847
срок	от	пет	0.050847
срок	от	г	0.050847
срок	от	часа	0.050847
станали	жертва	на	0.800000
станали	свидетели	на	1.000000
станали	част	от	1.000000
старши	треньор	на	1.000000
стигне	до	това	0.058824
стигне	до	този	0.058824
сто	а	на	0.333333
сто	в	края	0.600000
сто	и	се	0.562500
сто	и	на	0.312500
сто	от	тях	0.409091
сто	от	гласовете	0.136364
стои	въпросът	с	0.363636
струва	между	и	1.000000
струва	ми	се	1.000000
струва	на	държавата	0.500000
стъпка	в	правилната	0.555556
стъпка	по	стъпка	0.687500
стъпка	по	пътя	0.187500
събития	свързани	с	1.000000
съветник	д	р	1.000000
съветник	по	националната	0.750000
съвсем	не	е	0.363636
съвсем	различен	начин	0.750000
съвсем	скоро	ще	0.307692
съвсем	скоро	да	0.192308
съгласен	с	това	0.312500
съгласен	съм	с	0.444444
съгласен	съм	но	0.333333
съобщението	на	министерството	0.636364
съобщи	агенцията	за	1.000000
съобщи	би	ти	0.500000
съобщи	би	би	0.500000
съобщи	в	четвъртък	0.190476
съобщи	в	петък	0.142857
съобщи	в	социалните	0.142857
съобщи	директорът	на	1.000000
съобщи	днес	че	0.333333
съобщи	кметът	на	0.800000
съобщи	министерството	на	0.909091
съобщи	нова	телевизия	0.571429
съобщи	нова	тв	0.428571
съобщи	още	че	0.833333
съобщи	по	рано	0.666667
съобщи	че	е	0.196429
съобщи	че	в	0.098214
съобщи	че	ще	0.071429
съобщи	че	се	0.053571
съобщи	че	има	0.044643
съобщи	че	на	0.035714
съобщи	че	през	0.026786
съобщи	че	от	0.026786
състояние	на	пазара	0.111111
същите	като	тези	0.500000
същите	тези	хора	0.250000
същия	месец	на	0.833333
същия	начин	по	0.173913
същия	начин	като	0.173913
същия	начин	както	0.173913
същия	период	на	0.767857
същия	период	миналата	0.071429
същото	важи	и	0.800000
същото	време	обаче	0.071895
същото	време	в	0.058824
същото	време	е	0.045752
същото	време	има	0.032680
същото	време	се	0.032680
същото	време	на	0.026144
същото	време	ще	0.026144
същото	време	са	0.019608
същото	време	за	0.019608
същото	време	не	0.019608
същото	време	по	0.019608
същото	време	стана	0.019608
същото	време	те	0.019608
същото	време	той	0.019608
същото	се	отнася	0.416667
същото	се	случи	0.333333
та	дори	и	0.833333
тайна	е	че	1.000000
те	вече	са	0.277778
те	вече	не	0.166667
те	винаги	са	0.571429
те	все	пак	0.666667
те	години	на	0.636364
те	години	в	0.075758
те	да	бъдат	0.250000
те	да	са	0.170455
те	да	се	0.136364
те	да	не	0.090909
те	да	си	0.045455
те	да	станат	0.034091
те	да	могат	0.034091
те	живеят	в	0.750000
те	за	да	0.444444
те	започнаха	да	1.000000
те	и	те	0.300000
те	имат	нужда	0.105263
те	имат	право	0.105263
те	имат	много	0.078947
те	имат	и	0.078947
те	искат	да	0.384615
те	казаха	че	0.571429
те	казват	че	0.375000
те	кара	да	1.000000
те	могат	да	0.980000
те	може	да	1.000000
те	намират	за	0.750000
те	не	са	0.372549
те	не	могат	0.111111
те	не	се	0.104575
те	не	го	0.039216
те	не	искат	0.039216
те	не	само	0.032680
те	не	знаят	0.032680
те	никога	не	1.000000
те	няма	да	0.857143
те	обаче	няма	0.300000
те	обаче	са	0.300000
те	продължават	да	0.500000
те	са	били	0.099010
те	са	в	0.062706
те	са	на	0.062706
те	са	много	0.039604
те	са	по	0.033003
те	са	се	0.026403
те	са	с	0.026403
те	са	едни	0.019802
те	са	за	0.019802
те	са	част	0.016502
те	са	и	0.016502
те	са	готови	0.016502
те	са	си	0.013201
те	са	имали	0.013201
те	са	като	0.013201
те	са	доста	0.009901
те	са	получили	0.009901
те	са	един	0.009901
те	са	длъжни	0.009901
те	са	различни	0.009901
те	са	плод	0.009901
те	са	свързани	0.009901
те	са	толкова	0.009901
те	са	изключително	0.009901
те	са	искали	0.009901
те	се	опитват	0.111111
те	следва	да	0.800000
те	смятат	че	0.666667
те	също	така	0.434783
те	също	са	0.173913
те	твърдят	че	0.888889
те	трябва	да	0.935484
те	трябваше	да	1.000000
те	ще	бъдат	0.182609
те	ще	се	0.130435
те	ще	са	0.086957
те	ще	трябва	0.069565
те	ще	получат	0.043478
те	ще	имат	0.034783
те	ще	го	0.034783
те	ще	могат	0.034783
те	ще	влязат	0.026087
те	ще	видят	0.026087
те	ще	останат	0.026087
телефонен	разговор	с	0.461538
тема	по	която	0.571429
то	без	да	1.000000
то	беше	за	0.250000
то	беше	ясно	0.250000
то	бива	бива	0.750000
то	да	бъде	0.275862
то	да	се	0.241379
то	да	е	0.103448
то	е	ясно	0.113924
то	е	било	0.063291
то	е	за	0.050633
то	е	част	0.050633
то	е	защото	0.037975
то	е	без	0.037975
то	е	свързано	0.037975
то	какво	се	0.500000
то	може	да	0.950000
то	място	с	0.400000
то	място	в	0.300000
то	не	е	0.237288
то	не	само	0.084746
то	не	може	0.067797
то	не	трябва	0.050847
то	не	бяха	0.050847
то	не	се	0.050847
то	не	че	0.050847
то	няма	да	0.666667
то	през	г	1.000000
то	само	за	0.444444
то	се	намира	0.136364
то	се	е	0.136364
то	те	ще	0.800000
то	това	е	0.400000
то	той	ще	0.375000
то	трябва	да	0.875000
то	ще	бъде	0.288462
то	ще	се	0.192308
то	ще	е	0.134615
то	ще	има	0.057692
това	без	да	1.000000
това	беше	и	0.075758
това	беше	преди	0.045455
това	беше	първото	0.045455
това	беше	много	0.045455
това	беше	в	0.045455
това	беше	една	0.045455
това	би	било	0.530612
това	би	могло	0.204082
това	би	трябвало	0.081633
това	би	бил	0.061224
това	благодарение	на	1.000000
това	в	момента	0.089286
това	в	което	0.071429
това	в	интервю	0.071429
това	важи	и	0.437500
това	важи	за	0.187500
това	вероятно	е	0.636364
това	вероятно	ще	0.363636
това	вече	е	0.500000
това	вече	се	0.078947
това	вече	не	0.078947
това	вие	ще	0.600000
това	винаги	е	0.500000
това	води	до	0.857143
това	време	на	0.107692
това	време	е	0.092308
това	време	се	0.046154
това	все	още	0.428571
това	всъщност	е	0.888889
това	го	прави	0.137931
това	да	се	0.340000
това	да	е	0.084000
това	да	не	0.076000
това	да	стане	0.060000
това	да	бъде	0.044000
това	да	го	0.020000
това	да	става	0.020000
това	да	си	0.020000
това	да	ги	0.016000
това	да	остане	0.012000
това	да	бъдат	0.012000
това	да	може	0.012000
това	дава	възможност	0.500000
това	дали	ще	0.190476
това	дали	да	0.142857
това	действие	е	0.500000
това	доведе	до	0.800000
това	е	най	0.048124
това	е	една	0.035889
това	е	много	0.024470
това	е	един	0.022023
това	е	само	0.017945
това	е	част	0.017129
това	е	нещо	0.015498
това	е	станало	0.013051
това	е	така	0.012235
това	е	първият	0.011419
това	е	по	0.010604
това	е	първата	0.009788
това	е	невъзможно	0.008972
това	е	че	0.008972
това	е	едно	0.008972
това	е	причината	0.008972
това	е	вярно	0.008157
това	е	проблем	0.008157
това	е	от	0.008157
това	е	единственият	0.008157
това	е	първото	0.008157
това	е	важно	0.008157
това	е	война	0.007341
това	е	бил	0.006525
това	е	начинът	0.006525
това	е	на	0.006525
това	е	възможно	0.006525
това	е	изключително	0.006525
това	е	втори	0.006525
това	е	добре	0.005710
това	едва	ли	0.833333
това	за	което	0.253521
това	за	мен	0.126761
това	за	да	0.112676
това	за	него	0.042254
това	за	нас	0.042254
това	зависи	от	0.333333
това	защото	не	0.454545
това	значи	че	0.583333
това	и	да	0.089286
това	и	на	0.071429
това	изисква	много	0.375000
това	им	е	0.333333
това	има	и	0.263158
това	каза	пред	0.309278
това	каза	в	0.268041
това	каза	за	0.134021
това	каза	днес	0.051546
това	каза	президентът	0.041237
това	как	ще	0.209677
това	как	се	0.145161
това	как	да	0.096774
това	как	трябва	0.048387
това	какви	са	0.416667
това	какви	ще	0.250000
това	какво	ще	0.172414
това	какво	да	0.103448
това	какво	трябва	0.103448
това	както	и	0.750000
това	което	се	0.140584
това	което	е	0.098143
това	което	сме	0.037135
това	което	ще	0.026525
това	което	са	0.026525
това	което	не	0.021220
това	което	ни	0.018568
това	което	правят	0.018568
това	което	днес	0.018568
това	което	им	0.015915
това	което	правим	0.015915
това	което	прави	0.015915
това	което	най	0.013263
това	което	те	0.013263
това	което	виждаме	0.013263
това	което	сега	0.013263
това	което	иска	0.013263
това	което	аз	0.013263
това	което	правите	0.010610
това	което	той	0.010610
това	което	беше	0.010610
това	което	трябва	0.010610
това	което	ние	0.010610
това	което	можем	0.007958
това	което	ме	0.007958
това	което	правя	0.007958
това	което	би	0.007958
това	което	искат	0.007958
това	което	тези	0.007958
това	което	ви	0.007958
това	кой	ще	0.307692
това	компанията	не	0.600000
това	ли	е	0.466667
това	лято	се	0.166667
това	ми	е	0.333333
това	ми	се	0.277778
това	ми	дава	0.166667
това	могат	да	1.000000
това	може	да	0.886792
това	може	би	0.056604
това	може	ли	0.028302
това	можем	да	1.000000
това	можете	да	1.000000
това	му	е	0.352941
това	място	се	0.176471
това	на	практика	0.137255
това	наистина	е	0.545455
това	най	вероятно	0.444444
това	най	често	0.333333
това	налага	да	0.600000
това	наложи	и	0.750000
това	написа	във	0.368421
това	написа	в	0.315789
това	не	е	0.508475
това	не	се	0.092010
това	не	означава	0.050847
това	не	са	0.048426
това	не	може	0.029056
това	не	беше	0.014528
това	не	бъде	0.012107
това	не	ми	0.012107
това	не	трябва	0.012107
това	не	ги	0.009685
това	не	би	0.009685
това	не	винаги	0.009685
това	не	пречи	0.007264
това	не	отговаря	0.007264
това	не	им	0.007264
това	нещо	да	0.133333
това	ни	е	0.166667
това	никой	не	1.000000
това	нищо	не	1.000000
това	няма	да	0.652778
това	няма	как	0.166667
това	няма	нищо	0.041667
това	обаче	не	0.241758
това	обаче	е	0.153846
това	обаче	може	0.054945
това	обаче	се	0.054945
това	обаче	ще	0.043956
това	обикновено	е	1.000000
това	обяви	на	0.227273
това	обяви	пред	0.181818
това	обяви	в	0.136364
това	обясни	пред	0.363636
това	означава	че	0.854369
това	означава	да	0.048544
това	от	което	0.212121
това	от	своя	0.181818
това	отношение	са	0.190476
това	отношение	и	0.142857
това	пише	в	1.000000
това	по	думите	0.241379
това	показва	проучване	0.294118
това	показва	че	0.235294
това	показват	данните	0.714286
това	показват	данни	0.142857
това	показват	резултатите	0.142857
това	правителство	няма	0.130435
това	правителство	е	0.130435
това	през	годините	0.214286
това	просто	не	0.375000
това	разбира	се	1.000000
това	решение	на	0.139535
това	решение	е	0.093023
това	решение	и	0.069767
това	решение	се	0.069767
това	решение	да	0.069767
това	русия	да	0.375000
това	с	което	0.148148
това	са	само	0.060185
това	са	част	0.037037
това	са	хората	0.032407
това	са	били	0.032407
това	са	много	0.027778
това	са	се	0.027778
това	са	едни	0.023148
това	са	и	0.018519
това	са	хора	0.018519
това	са	си	0.018519
това	са	най	0.018519
това	са	основните	0.018519
това	са	необходими	0.013889
това	са	от	0.013889
това	са	двата	0.013889
това	са	данни	0.013889
това	са	две	0.013889
това	са	все	0.013889
това	са	около	0.013889
това	са	фактите	0.013889
това	само	по	0.666667
това	се	случва	0.186131
това	се	случи	0.116788
това	се	дължи	0.072993
това	се	казва	0.072993
това	се	е	0.062044
това	се	прави	0.047445
това	се	вижда	0.032847
това	се	разбра	0.029197
това	се	отнася	0.025547
това	се	очаква	0.021898
това	се	разбира	0.021898
това	се	оказа	0.018248
това	се	нарича	0.014599
това	се	отразява	0.014599
това	се	превърна	0.014599
това	се	изисква	0.010949
това	се	иска	0.010949
това	се	налага	0.010949
това	си	е	0.500000
това	си	има	0.125000
това	сме	се	0.375000
това	сподели	в	0.400000
това	става	ясно	0.484375
това	става	по	0.078125
това	става	известно	0.078125
това	става	на	0.046875
това	става	след	0.046875
това	стана	ясно	0.472973
това	стана	след	0.121622
това	стана	на	0.067568
това	стана	повод	0.054054
това	стана	по	0.054054
това	стана	възможно	0.040541
това	съвсем	не	1.000000
това	съобщи	днес	0.163636
това	съобщи	в	0.127273
това	съобщи	за	0.109091
това	съобщи	на	0.109091
това	съобщи	директорът	0.054545
това	също	е	0.291667
това	също	така	0.125000
това	така	и	0.500000
това	те	са	0.250000
това	той	ще	0.150000
това	трябва	да	0.968750
това	трябваше	да	1.000000
това	тъй	като	1.000000
това	тя	е	0.250000
това	тя	ще	0.187500
това	част	от	1.000000
това	че	е	0.081081
това	че	не	0.065637
това	че	в	0.050193
това	че	се	0.046332
това	че	са	0.046332
това	че	на	0.042471
това	че	има	0.038610
това	че	ще	0.023166
това	че	с	0.015444
това	че	от	0.015444
това	че	няма	0.015444
това	че	той	0.011583
това	че	те	0.011583
това	че	нямаме	0.011583
това	че	това	0.011583
това	че	през	0.011583
това	че	за	0.011583
това	че	държавата	0.011583
това	число	и	0.400000
това	ще	бъде	0.170088
това	ще	се	0.134897
това	ще	е	0.114370
това	ще	доведе	0.061584
това	ще	стане	0.061584
това	ще	има	0.038123
това	ще	даде	0.029326
това	ще	ви	0.023460
това	ще	бъдат	0.023460
това	ще	позволи	0.023460
това	ще	ни	0.017595
това	ще	са	0.014663
това	ще	продължи	0.011730
това	ще	става	0.011730
това	ще	ми	0.008798
това	ще	отнеме	0.008798
това	ще	помогне	0.008798
това	ще	увеличи	0.008798
това	ще	му	0.008798
това	ще	зависи	0.008798
това	ще	изисква	0.008798
това	ще	им	0.008798
това	щеше	да	0.750000
това	я	прави	0.600000
този	бум	на	1.000000
този	въпрос	не	0.118644
този	въпрос	е	0.118644
този	въпрос	с	0.067797
този	въпрос	и	0.067797
този	въпрос	в	0.067797
този	въпрос	ще	0.050847
този	ден	се	0.181818
този	ден	е	0.159091
този	дял	е	0.600000
този	етап	не	0.166667
този	етап	няма	0.129630
този	етап	е	0.074074
този	етап	обаче	0.074074
този	етап	от	0.074074
този	който	е	0.113636
този	който	ще	0.068182
този	който	го	0.068182
този	месец	са	0.100000
този	млад	човек	1.000000
този	модел	на	0.250000
този	момент	не	0.113636
този	момент	в	0.045455
този	момент	е	0.045455
този	момент	за	0.034091
този	момент	са	0.034091
този	момент	се	0.034091
този	момент	с	0.034091
този	начин	ще	0.166667
този	начин	се	0.137681
този	начин	да	0.094203
този	начин	на	0.043478
този	начин	е	0.036232
този	начин	с	0.021739
този	начин	те	0.021739
този	начин	тя	0.021739
този	период	на	0.117647
този	период	от	0.117647
този	повод	от	0.200000
този	подход	на	0.214286
този	празник	се	0.375000
този	проблем	и	0.222222
този	проблем	е	0.222222
този	проект	и	0.181818
този	проект	е	0.136364
този	процес	е	0.133333
този	път	на	0.064220
този	път	се	0.064220
този	път	ще	0.055046
този	път	за	0.045872
този	път	той	0.045872
този	път	е	0.045872
този	път	да	0.036697
този	път	не	0.027523
този	път	няма	0.027523
този	път	обаче	0.027523
този	път	по	0.027523
този	път	беше	0.027523
този	ред	на	0.777778
този	случай	е	0.230769
този	случай	ще	0.102564
този	участък	е	0.500000
този	ход	може	0.250000
този	ход	е	0.187500
този	човек	не	0.233333
този	човек	е	0.166667
топ	на	най	0.583333
точка	на	света	0.136364
точка	на	това	0.136364
точни	данни	за	0.750000
трета	световна	война	0.800000
три	години	и	0.135593
три	години	след	0.084746
три	години	по	0.084746
три	години	е	0.067797
три	години	затвор	0.050847
три	гола	за	1.000000
три	дни	след	0.135135
три	дни	в	0.135135
три	дни	по	0.108108
три	дни	на	0.108108
три	дни	от	0.081081
три	до	пет	0.750000
три	и	половина	0.500000
три	или	четири	0.600000
три	месеца	на	0.189655
три	месеца	в	0.068966
три	месеца	и	0.051724
три	месеца	се	0.051724
три	месеца	след	0.051724
три	от	четирите	0.200000
три	пъти	повече	0.243902
три	пъти	по	0.146341
три	пъти	в	0.073171
три	пъти	на	0.073171
три	седмици	след	0.176471
три	часа	след	0.333333
три	часа	по	0.333333
три	четвърти	от	0.909091
трима	души	са	0.352941
трима	от	тях	0.375000
трима	членове	на	0.800000
труп	на	мъж	0.750000
трябва	бързо	да	1.000000
трябва	внимателно	да	1.000000
трябва	да	се	0.301348
трябва	да	бъде	0.091594
трябва	да	бъдат	0.057098
трябва	да	има	0.042427
трябва	да	е	0.040048
трябва	да	си	0.031324
трябва	да	са	0.026963
трябва	да	го	0.014671
трябва	да	стане	0.009913
трябва	да	ги	0.009120
трябва	да	сме	0.007930
трябва	да	имаме	0.007137
трябва	да	направи	0.006741
трябва	да	я	0.006344
трябва	да	продължи	0.005948
трябва	да	направим	0.005551
трябва	да	получи	0.005551
трябва	да	започне	0.005155
трябва	да	имат	0.005155
трябва	да	ни	0.004758
трябва	да	бъдем	0.004362
трябва	да	имаш	0.003965
трябва	да	му	0.003965
трябва	да	им	0.003569
трябва	да	спре	0.003569
трябва	да	решат	0.003569
трябва	да	приключи	0.003569
трябва	да	плати	0.003569
трябва	да	мине	0.003172
трябва	да	работят	0.003172
трябва	за	да	0.800000
трябва	или	да	1.000000
трябва	ли	да	0.777778
трябва	много	внимателно	0.300000
трябва	много	да	0.300000
трябва	незабавно	да	1.000000
трябва	някой	да	0.800000
трябва	обаче	да	1.000000
трябва	отново	да	1.000000
трябва	първо	да	0.600000
трябва	само	да	1.000000
трябва	спешно	да	1.000000
трябва	също	да	0.833333
трябва	ясно	да	0.800000
търси	отговорност	от	0.666667
тях	а	не	0.300000
тях	ги	е	0.750000
тях	да	се	0.208333
тях	е	важно	0.071429
тях	е	че	0.053571
тях	за	да	0.411765
тях	и	да	0.260000
тях	и	така	0.060000
тях	и	не	0.060000
тях	има	и	0.400000
тях	както	и	0.750000
тях	могат	да	1.000000
тях	може	да	1.000000
тях	не	е	0.283333
тях	не	са	0.233333
тях	не	сме	0.050000
тях	няма	да	0.714286
тях	са	в	0.144144
тях	са	били	0.099099
тях	са	и	0.063063
тях	са	се	0.045045
тях	са	с	0.045045
тях	са	свързани	0.045045
тях	са	жени	0.036036
тях	са	без	0.027027
тях	са	от	0.027027
тях	са	за	0.027027
тях	се	вижда	0.121212
тях	това	е	0.625000
тях	трябва	да	0.833333
тях	тъй	като	1.000000
тях	ще	се	0.243243
тях	ще	бъдат	0.135135
тях	ще	е	0.081081
убеден	съм	че	1.000000
убеден	че	има	0.130435
убеден	че	ще	0.130435
убийството	на	бившия	0.125000
уменията	си	в	0.750000
университет	а	след	0.750000
употреба	на	алкохол	0.742424
употреба	на	наркотици	0.106061
усилия	в	посока	0.428571
усилия	да	се	0.357143
усилия	за	да	0.750000
условията	в	които	0.428571
условията	за	влизане	0.176471
условията	и	реда	0.333333
условията	на	труд	0.205882
условията	на	живот	0.088235
условията	при	които	1.000000
услуга	може	да	1.000000
успее	да	се	0.111111
успеем	да	го	0.285714
успеем	да	се	0.214286
успя	да	се	0.135802
успя	да	направи	0.049383
успя	да	си	0.049383
успя	да	го	0.049383
успя	да	вземе	0.037037
успя	да	стигне	0.037037
успя	да	защити	0.037037
успя	да	събере	0.037037
успял	да	се	0.304348
успях	да	видя	0.200000
успях	да	се	0.200000
устройство	на	територията	1.000000
утре	в	ч	0.333333
утре	в	софия	0.333333
утре	да	се	0.375000
утре	от	часа	0.750000
утре	ще	бъдат	0.210526
утре	ще	бъде	0.210526
утре	ще	е	0.157895
участието	и	на	0.600000
участието	му	в	1.000000
участието	си	в	0.653846
участието	си	на	0.115385
училища	в	областта	0.272727
училища	в	страната	0.272727
училища	и	детски	0.714286
фалшиви	новини	и	0.500000
февруари	г	на	0.111111
