آ	اس	رم	1.000000
مسئولیت	خود	در	0.333333
مسابقات	به	صورت	0.500000
مسابقات	جام	جهانی	0.625000
مسابقات	جهانی	و	0.178571
مسابقات	در	این	0.333333
مسابقات	را	کسب	0.176471
مسابقات	را	به	0.176471
مسابقات	راه	پیدا	1.000000
مسابقات	زیر	سال	1.000000
مسابقات	پیش	رو	0.800000
مسابقات	کشتی	آزاد	0.750000
مسابقات	کنار	رفت	1.000000
مسافر	از	طریق	0.750000
مسافر	را	دارد	0.500000
مسافرت	با	هواپیما	0.750000
مسدود	شده	است	0.380952
مسدود	شده	بود	0.285714
مسدود	کرده	و	0.333333
مسدود	کرده	است	0.333333
مسکن	اشاره	کرد	1.000000
مسکن	ثبت	نام	1.000000
مسکن	در	سال	0.130435
مسکن	در	کشور	0.072464
مسکن	در	دولت	0.072464
مسکن	در	این	0.072464
مسکن	در	شهر	0.057971
مسکن	در	نیمه	0.043478
مسکن	در	آینده	0.043478
مسکن	عنوان	کرد	1.000000
مسکن	ملی	در	0.375000
مسکن	و	ساختمان	0.217391
مسکن	و	اجاره	0.173913
مسکو	اعلام	کرد	0.666667
مسکو	در	حال	0.294118
مسکو	را	در	0.214286
مسکو	گفت	که	0.600000
مسیر	توسعه	و	0.300000
مسیر	جنوب	به	1.000000
مسیر	خدمت	به	1.000000
مسیر	خود	را	0.428571
مسیر	خود	ادامه	0.214286
مسیر	درستی	را	0.333333
مسیر	رسیدن	به	1.000000
مسیر	رفت	و	0.888889
مسیر	شمال	به	0.900000
مسیر	مبارزه	با	1.000000
مسیر	پیاده	روی	1.000000
مسیر	پیش	رو	0.750000
مشابه	آن	در	0.666667
مشابه	در	سال	0.437500
مشابه	سال	قبل	0.471429
مشابه	سال	گذشته	0.471429
مشاهده	خواهید	کرد	1.000000
مشاهده	شد	که	0.600000
مشاهده	شده	است	0.636364
مشاهده	می	کنید	0.600000
مشاهده	می	شود	0.200000
مشاهده	می	کنیم	0.200000
مشاهده	نشده	است	0.833333
مشاهده	هرگونه	موارد	0.750000
مشاهده	کرد	که	0.333333
مشاهده	کرده	و	0.750000
مشترک	آمریکا	و	0.500000
مشترک	ارتش	آمریکا	0.727273
مشترک	اعلام	کردند	1.000000
مشترک	در	این	0.150000
مشترک	دو	کشور	0.666667
مشغول	بازی	در	0.600000
مشغول	به	کار	0.880952
مشغول	بوده	و	1.000000
مشغول	خدمت	هستند	0.800000
مشغول	کار	در	0.238095
مشغول	کار	هستند	0.142857
مشکلات	این	حوزه	0.272727
مشکلات	بسیار	زیادی	0.600000
مشکلات	حل	شود	1.000000
مشکلات	خود	را	0.500000
مشکلات	را	حل	0.206897
مشکلات	را	به	0.137931
مشکلات	مالی	و	0.136364
مشکلات	مالی	در	0.136364
مشکلات	مربوط	به	1.000000
مشکلات	مردم	را	0.166667
مشکلات	موجود	در	0.800000
مشکلات	و	مسائل	0.230769
مشکلی	است	که	1.000000
مشکلی	برای	حضور	0.200000
مشکلی	برای	ادامه	0.200000
مشکلی	در	این	0.235294
مشکلی	ندارد	اما	0.600000
مشکلی	وجود	ندارد	0.500000
مشکلی	که	در	0.625000
مصاحبه	با	شبکه	0.200000
مصرف	آب	در	0.333333
مصرف	آب	و	0.233333
مصرف	آن	را	0.238095
مصرف	انرژی	در	0.173913
مصرف	برق	در	0.320000
مصرف	برق	کشور	0.120000
مصرف	بیش	از	1.000000
مصرف	خود	را	1.000000
مصرف	دارو	و	0.300000
مصرف	سیگار	و	0.750000
مصرف	شده	است	1.000000
مصرف	مواد	مخدر	0.562500
مصرف	مواد	غذایی	0.187500
مصرف	می	کنند	0.538462
مصرف	می	شود	0.230769
مصرف	کنند	و	0.600000
مصرف	کننده	و	0.157895
مصرف	گاز	در	0.300000
مصرف	گوشت	قرمز	0.600000
مصمم	است	که	0.428571
مطالعه	از	دانشگاه	0.625000
مطالعه	جدید	نشان	0.379310
مطالعه	در	سال	0.357143
مطالعه	شامل	بیش	0.750000
مطالعه	قرار	دادند	0.428571
مطالعه	نشان	داد	0.724138
مطالعه	نشان	داده	0.137931
مطالعه	نشان	می	0.103448
مطالعه	همچنین	نشان	1.000000
مطالعه	و	بررسی	0.176471
مطالعه	و	تحقیق	0.176471
مطالعه	کرده	و	1.000000
مطلب	آمده	است	1.000000
مطلب	است	که	1.000000
مطلب	را	در	0.214286
مطلب	قصد	داریم	1.000000
مطلب	که	از	0.428571
مطمئن	باشند	که	0.750000
مطمئن	باشید	که	0.230769
مطمئن	ترین	راه	1.000000
مطمئن	شد	که	1.000000
مطمئن	هستم	که	0.666667
مطمئن	هستیم	که	1.000000
معاون	آموزش	و	1.000000
معاون	اجتماعی	و	0.600000
معاون	اداره	کل	0.800000
معاون	امور	زنان	0.217391
معاون	امور	اجتماعی	0.130435
معاون	اول	رئیس	0.704545
معاون	اول	قوه	0.136364
معاون	برنامه	ریزی	1.000000
معاون	بیمه	و	1.000000
معاون	توسعه	و	0.500000
معاون	حمل	و	1.000000
معاون	خدمات	شهری	0.923077
معاون	دادستان	عمومی	1.000000
معاون	دانشگاه	علوم	1.000000
معاون	درمان	دانشگاه	0.500000
معاون	درمان	وزارت	0.454545
معاون	رئیس	جمهور	0.903226
معاون	رییس	جمهور	1.000000
معاون	سلامت	اداره	1.000000
معاون	سیاسی	امنیتی	0.445946
معاون	سیاسی	و	0.148649
معاون	سیاسی	وزیر	0.121622
معاون	سیاسی	وزارت	0.081081
معاون	سیاسی	دفتر	0.081081
معاون	سیاسی	اجتماعی	0.040541
معاون	عملیات	سازمان	0.363636
معاون	عملیات	آتش	0.272727
معاون	غذا	و	1.000000
معاون	مسکن	و	1.000000
معاون	منابع	انسانی	1.000000
معاون	نخست	وزیر	1.000000
معاون	نظارت	و	0.750000
معاون	هماهنگ	کننده	1.000000
معاون	وزیر	خارجه	0.238636
معاون	وزیر	امور	0.193182
معاون	وزیر	راه	0.113636
معاون	وزیر	کشور	0.068182
معاون	وزیر	آموزش	0.068182
معاون	وزیر	و	0.045455
معاون	وزیر	نفت	0.045455
معاون	وزیر	دفاع	0.034091
معاون	وزیر	کار	0.034091
معاون	وزیر	ارتباطات	0.034091
معاون	وزیر	صنعت	0.034091
معتقد	است	که	0.495495
معتقد	است	این	0.045045
معتقد	بود	که	0.545455
معتقد	بودند	که	0.470588
معتقد	هستند	که	0.666667
معروف	است	که	0.200000
معروف	است	و	0.200000
معلوم	است	که	0.461538
معلوم	است	در	0.230769
معلوم	شد	که	0.705882
معلوم	نیست	که	0.192308
معمول	خود	را	0.800000
مقاله	به	بررسی	0.437500
مقاله	قصد	داریم	1.000000
مقام	آمریکایی	در	0.200000
مقام	آمریکایی	گفت	0.200000
مقام	ارشد	وزارت	0.192308
مقام	ارشد	نظامی	0.153846
مقام	ارشد	آمریکایی	0.115385
مقام	ارشد	روس	0.115385
مقام	اول	را	0.272727
مقام	دوم	و	0.466667
مقام	سوم	را	0.500000
مقام	عالی	دولت	0.500000
مقام	مسئول	در	0.240000
مقام	مسئول	گفت	0.160000
مقام	مسئول	با	0.120000
مقام	وزارت	خارجه	1.000000
مقام	وزیر	و	0.428571
ملت	است	که	0.375000
ملت	است	و	0.375000
ملت	این	کشور	1.000000
ملت	ما	را	0.230769
ملت	و	مقاومت	0.333333
ملت	و	دولت	0.142857
ملحق	شد	و	1.000000
ملحق	شده	است	0.500000
ملحق	شده	و	0.375000
ملل	اضافه	کرد	1.000000
ملل	اعلام	کرد	0.625000
ملل	در	امور	0.093750
ملل	در	این	0.093750
ملل	روز	دوشنبه	0.666667
ملل	متحد	در	0.230000
ملل	متحد	و	0.100000
ملل	متحد	که	0.070000
ملل	متحد	به	0.060000
ملل	متحد	برای	0.060000
ملل	متحد	روز	0.040000
ملل	متحد	اعلام	0.040000
ملل	متحد	از	0.030000
ملل	متحد	با	0.030000
ملل	و	سازمان	0.214286
ممنوع	است	و	0.733333
ممنوع	اعلام	شد	0.428571
ممنوع	بوده	و	0.800000
ممنوع	شده	است	0.833333
ممنوع	می	شود	1.000000
ممنوع	کرده	است	0.533333
ممنوع	کرده	و	0.266667
من	آن	را	0.333333
من	از	این	0.111111
من	از	سال	0.055556
من	از	همه	0.041667
من	از	او	0.041667
من	از	آنها	0.041667
من	از	شما	0.041667
من	از	همان	0.041667
من	ازدواج	کند	1.000000
من	است	و	0.588235
من	اعتقاد	دارم	1.000000
من	اعتماد	کرد	1.000000
من	او	را	0.800000
من	این	است	0.415584
من	این	را	0.142857
من	این	بود	0.051948
من	این	کار	0.051948
من	این	موضوع	0.038961
من	این	فیلم	0.038961
من	با	این	0.086957
من	با	او	0.086957
من	با	آنها	0.065217
من	بر	این	0.500000
من	برای	این	0.120000
من	بعد	از	0.800000
من	به	عنوان	0.257143
من	به	این	0.066667
من	به	یک	0.028571
من	به	آن	0.028571
من	به	اندازه	0.028571
من	به	خاطر	0.028571
من	به	او	0.028571
من	به	شما	0.028571
من	بوده	و	0.500000
من	تا	به	0.250000
من	تماس	گرفتند	0.625000
من	تماس	گرفت	0.375000
من	خواست	تا	0.428571
من	خودم	به	0.150000
من	خیلی	خوب	0.166667
من	داد	و	0.333333
من	داد	که	0.333333
من	داد	تا	0.333333
من	در	این	0.165217
من	در	آن	0.052174
من	در	حال	0.034783
من	در	هر	0.034783
من	در	مورد	0.026087
من	در	یک	0.026087
من	در	همین	0.026087
من	در	سال	0.026087
من	دوست	دارم	0.800000
من	را	به	0.134328
من	را	دعوت	0.059701
من	را	گرفت	0.059701
من	را	دید	0.059701
من	را	که	0.044776
من	فکر	میکنم	0.750000
من	فکر	می	0.104167
من	فکر	نمیکنم	0.062500
من	قبل	از	1.000000
من	قبلا	هم	0.750000
من	لطف	داشتند	0.600000
من	مهم	است	0.750000
من	می	گفت	0.571429
من	نسبت	به	1.000000
من	نیست	که	0.428571
من	هستند	و	0.857143
من	هم	از	0.090090
من	هم	در	0.090090
من	هم	به	0.072072
من	هم	گفتم	0.063063
من	هم	با	0.054054
من	هم	مثل	0.027027
من	هم	رفتم	0.027027
من	هیچ	وقت	0.428571
من	و	شما	0.078431
من	و	همسرم	0.078431
من	و	خیلی	0.058824
من	پس	از	1.000000
من	پیشنهاد	شد	0.375000
من	کمک	کرد	0.333333
من	گفت	که	0.272727
من	گفت	از	0.136364
من	یکی	از	1.000000
منتشر	خواهد	شد	0.888889
منتشر	شد	که	0.320988
منتشر	شد	و	0.209877
منتشر	شد	نشان	0.086420
منتشر	شد	اعلام	0.037037
منتشر	شده	است	0.459259
منتشر	شده	از	0.077778
منتشر	شده	که	0.074074
منتشر	شده	در	0.070370
منتشر	شده	بود	0.059259
منتشر	شده	و	0.059259
منتشر	شده	نشان	0.022222
منتشر	شده	توسط	0.022222
منتشر	شده	این	0.018519
منتشر	شده	به	0.014815
منتشر	شده	درباره	0.011111
منتشر	شود	و	1.000000
منتشر	می	شود	0.300000
منتشر	می	کند	0.300000
منتشر	نخواهد	شد	0.750000
منتشر	نشده	است	0.772727
منتشر	و	راهی	0.529412
منتشر	کرد	و	0.421053
منتشر	کرد	که	0.368421
منتشر	کردند	که	0.666667
منتشر	کرده	است	0.569892
منتشر	کرده	که	0.139785
منتشر	کرده	و	0.064516
منتشر	کرده	بود	0.043011
منتشر	کرده	اند	0.032258
منتظر	است	تا	0.833333
منتظر	بود	تا	0.428571
منتظر	بود	و	0.428571
منتظر	ماند	و	0.800000
منتظر	ماند	تا	0.200000
منتقل	خواهد	شد	0.600000
منتقل	خواهد	کرد	0.400000
منتقل	شد	و	0.800000
منتقل	شدند	و	0.571429
منتقل	شده	و	0.343750
منتقل	شده	است	0.281250
منتقل	شده	به	0.125000
منتقل	می	شود	0.363636
منتقل	کرده	است	0.375000
منطقی	به	نظر	0.500000
منطقی	و	قابل	0.428571
منفجر	شد	و	1.000000
مهاجرت	معکوس	به	0.300000
مهر	با	حضور	0.600000
مهر	به	نقل	0.571429
مهر	حوزه	هنری	1.000000
مهر	ماه	در	0.206897
مهر	ماه	سال	0.103448
مهر	نوشت	رئیس	0.114286
مهر	نوشت	معاون	0.085714
مهر	و	موم	0.444444
مهر	و	محبت	0.166667
مهمتر	از	همه	0.405405
مهمتر	از	آن	0.189189
مهمتر	از	این	0.081081
مهمتر	این	است	1.000000
مهمی	از	این	0.166667
مهمی	است	که	0.666667
مهمی	بود	که	0.833333
مهمی	در	این	0.090909
مهمی	در	کاهش	0.060606
مهمی	در	توسعه	0.045455
مهمی	در	افزایش	0.045455
مهمی	در	رشد	0.045455
مهمی	در	پیش	0.045455
مهمی	را	در	0.346154
مهمی	که	در	0.423077
مهمی	که	باید	0.115385
موافقت	خود	را	0.800000
موافقت	نکرده	است	1.000000
موافقت	کرد	که	0.300000
موافقت	کرد	اما	0.300000
موافقت	کرده	است	0.500000
موزه	دفاع	مقدس	1.000000
موزه	ملی	انقلاب	0.625000
موسیقی	این	سریال	0.500000
موسیقی	پاپ	در	0.600000
موفق	است	که	1.000000
موفق	به	کسب	0.230769
موفق	به	دریافت	0.128205
موفق	به	شکست	0.119658
موفق	به	شناسایی	0.068376
موفق	به	ثبت	0.059829
موفق	به	کشف	0.059829
موفق	به	خرید	0.025641
موفق	به	فرار	0.025641
موفق	به	عبور	0.025641
موفق	به	پیروزی	0.025641
موفق	به	ساخت	0.025641
موفق	به	انجام	0.025641
موفق	بوده	است	0.666667
موفق	خواهیم	بود	1.000000
موفق	شد	با	0.263158
موفق	شد	در	0.157895
موفق	شد	به	0.087719
موفق	شد	تا	0.052632
موفق	شد	گل	0.052632
موفق	شد	از	0.052632
موفق	شدند	با	0.206897
موفق	شدند	در	0.103448
موفق	شده	بود	0.294118
موفق	عمل	کرده	0.375000
موفق	نخواهد	شد	1.000000
می	آمد	و	0.333333
می	آورد	که	0.444444
می	باشد	که	0.500000
می	باشد	و	0.250000
می	برد	و	0.368421
می	برد	که	0.157895
می	برند	و	0.230769
می	بینم	و	0.500000
می	توان	به	0.173913
می	توان	گفت	0.139130
می	توان	از	0.130435
می	توان	با	0.086957
می	توان	آن	0.052174
می	توان	در	0.043478
می	توان	این	0.026087
می	توان	تا	0.026087
می	توان	برای	0.026087
می	تواند	به	0.171103
می	تواند	در	0.110266
می	تواند	باعث	0.049430
می	تواند	منجر	0.041825
می	تواند	برای	0.030418
می	تواند	بر	0.022814
می	تواند	از	0.022814
می	تواند	با	0.019011
می	تواند	یکی	0.019011
می	تواند	نقش	0.015209
می	تواند	هم	0.011407
می	تواند	تا	0.011407
می	تواند	زمینه	0.011407
می	تواند	یک	0.011407
می	تواند	آن	0.011407
می	تواند	بسیار	0.011407
می	توانند	با	0.184000
می	توانند	در	0.152000
می	توانند	از	0.096000
می	توانند	به	0.088000
می	توانند	برای	0.032000
می	توانند	این	0.024000
می	توانید	به	0.144928
می	توانید	با	0.086957
می	توانید	از	0.057971
می	توانید	برای	0.057971
می	توانید	مشاهده	0.043478
می	خواهد	که	0.187500
می	خواهد	از	0.093750
می	خواهیم	که	0.206897
می	خواهیم	به	0.137931
می	خورد	و	0.571429
می	داد	و	0.285714
می	داد	که	0.214286
می	دادند	که	0.750000
می	دانم	که	0.250000
می	دهد	که	0.406452
می	دهد	و	0.148387
می	دهد	تا	0.051613
می	دهد	به	0.032258
می	دهد	بلکه	0.025806
می	دهد	با	0.025806
می	دهد	این	0.019355
می	دهند	و	0.238095
می	دهند	که	0.142857
می	دهند	به	0.119048
می	دهند	اما	0.095238
می	دهند	با	0.095238
می	دهند	از	0.071429
می	رسد	که	0.296296
می	رسد	این	0.098765
می	رسد	در	0.061728
می	رسد	و	0.049383
می	رسد	به	0.037037
می	رسید	که	0.500000
می	رفت	و	0.555556
می	رود	و	0.291667
می	رود	که	0.145833
می	رود	در	0.104167
می	شد	و	0.250000
می	شد	که	0.100000
می	شد	تا	0.075000
می	شده	است	0.600000
می	شود	و	0.259901
می	شود	که	0.222772
می	شود	تا	0.047030
می	شود	این	0.034653
می	شود	به	0.024752
می	شود	در	0.024752
می	شود	اما	0.022277
می	شود	از	0.019802
می	شود	یا	0.012376
می	شود	می	0.009901
می	شود	باید	0.009901
می	شود	گفت	0.009901
می	شود	برای	0.007426
می	شود	با	0.007426
می	شود	همه	0.007426
می	شوند	و	0.355263
می	شوند	که	0.131579
می	شوند	اما	0.052632
می	شوند	از	0.039474
می	شوند	تا	0.039474
می	ماند	و	0.428571
می	کرد	و	0.179487
می	کرد	که	0.128205
می	کرد	در	0.102564
می	کردم	که	0.428571
می	کردند	و	0.193548
می	کردند	که	0.161290
می	کردند	تا	0.096774
می	کردند	خبر	0.096774
می	کرده	است	0.428571
می	کردیم	که	0.500000
می	کند	و	0.300000
می	کند	که	0.162500
می	کند	تا	0.070833
می	کند	به	0.029167
می	کند	از	0.025000
می	کند	در	0.025000
می	کند	اما	0.020833
می	کند	با	0.016667
می	کند	اگر	0.016667
می	کند	این	0.012500
می	کند	یا	0.012500
می	کند	حتی	0.012500
می	کنم	که	0.265306
می	کنم	و	0.142857
می	کنم	به	0.061224
می	کنند	و	0.255556
می	کنند	که	0.205556
می	کنند	تا	0.061111
می	کنند	اما	0.038889
می	کنند	در	0.027778
می	کنند	به	0.027778
می	کنند	با	0.022222
می	کنند	از	0.016667
می	کنند	این	0.016667
می	کنند	یعنی	0.016667
می	کنند	گفت	0.016667
می	کنید	و	0.178571
می	کنید	که	0.178571
می	کنیم	که	0.320000
می	کنیم	و	0.213333
می	کنیم	تا	0.053333
می	کنیم	اما	0.040000
می	کنیم	در	0.040000
می	گذشت	که	0.750000
میدان	جنگ	را	0.142857
میدان	خواهد	رفت	1.000000
میدان	رفت	و	0.538462
میدان	رفت	که	0.307692
میدان	شوند	و	0.750000
میدان	نبرد	و	0.285714
میدان	نقش	جهان	1.000000
میدان	های	مشترک	0.600000
میشد	اما	این	0.176471
میشد	تا	از	0.250000
میشد	در	این	0.300000
میشد	و	به	0.098039
میشد	و	در	0.058824
میشد	که	از	0.130435
میشد	که	این	0.130435
میلیون	بشکه	در	0.714286
میلیون	بشکه	نفت	0.178571
میلیون	به	میلیون	0.750000
میلیون	تن	در	0.111111
میلیون	تن	است	0.111111
میلیون	جمعیت	دارد	0.600000
میلیون	دلار	در	0.132353
میلیون	دلار	به	0.125000
میلیون	دلار	و	0.080882
میلیون	دلار	برای	0.058824
میلیون	دلار	است	0.051471
میلیون	دلار	رسید	0.029412
میلیون	دلار	فروخته	0.029412
میلیون	دلار	از	0.022059
میلیون	دلار	بوده	0.022059
میلیون	دلار	کمک	0.022059
میلیون	دلار	خسارت	0.022059
میلیون	دلار	بود	0.022059
میلیون	سال	پیش	0.588235
میلیون	مسکن	در	0.571429
میلیون	نفر	در	0.292135
میلیون	نفر	از	0.224719
میلیون	نفر	جمعیت	0.067416
میلیون	نفر	را	0.056180
میلیون	نفر	است	0.044944
میلیون	نفر	به	0.044944
میلیون	نفر	رسیده	0.033708
میلیون	ها	نفر	0.666667
میلیون	هزار	و	0.777778
میلیون	و	هزار	0.969697
میلیون	و	میلیون	0.008264
میکنم	با	توجه	1.000000
میکنم	در	این	0.300000
میکنم	که	در	0.159091
میکنم	که	این	0.090909
میکنید	بهتر	است	1.000000
نادیده	گرفتن	این	0.250000
نادیده	گرفته	شده	0.666667
ناراحت	شدم	و	0.600000
ناوگان	حمل	و	0.894737
ناوگان	پنجم	نیروی	0.800000
ناپدید	شده	بود	0.272727
نجات	پیدا	کردند	0.333333
نجات	پیدا	کرد	0.333333
نجات	کسانی	هستند	0.750000
نخ	سیگار	قاچاق	0.375000
نخواهند	بود	و	0.500000
ندارد	ادامه	داد	1.000000
ندارد	اما	در	0.155556
ندارد	اما	به	0.088889
ندارد	به	همین	0.333333
ندارد	در	حالی	0.333333
ندارد	و	در	0.070707
ندارد	و	این	0.060606
ندارد	و	به	0.055556
ندارد	و	برای	0.040404
ندارد	و	با	0.040404
ندارد	و	از	0.040404
ندارد	و	هر	0.040404
ندارد	و	باید	0.030303
ندارد	و	تنها	0.030303
ندارد	و	همه	0.030303
ندارد	و	فقط	0.025253
ندارد	و	ما	0.025253
ندارد	و	یک	0.020202
ندارد	و	مردم	0.015152
ندارد	و	قرار	0.015152
ندارد	و	هیچ	0.015152
ندارد	که	به	0.100000
ندارد	که	در	0.100000
نرم	میکند	و	0.750000
نزد	افکار	عمومی	1.000000
نشان	خواهد	داد	0.909091
نشان	داد	که	0.616505
نشان	داد	و	0.126214
نشان	داد	افرادی	0.024272
نشان	داد	در	0.024272
نشان	داد	اما	0.014563
نشان	داد	مصرف	0.014563
نشان	داد	تا	0.014563
نشان	دادند	که	0.444444
نشان	دادند	و	0.185185
نشان	داده	است	0.426357
نشان	داده	که	0.139535
نشان	داده	و	0.108527
نشان	داده	شده	0.077519
نشان	داده	اند	0.062016
نشان	داده	بود	0.031008
نشان	داده	شد	0.023256
نشان	دهد	که	0.310345
نشان	دهد	و	0.241379
نشان	دهند	که	0.235294
نشان	دهند	و	0.235294
نشان	دهنده	این	0.200000
نشان	دهنده	تغییر	0.054545
نشان	دهنده	یک	0.054545
نشان	می	دهد	0.860870
نشان	می	دهند	0.078261
نشان	می	داد	0.052174
نشان	میداد	که	0.370370
نشان	میداد	و	0.111111
نشان	نداده	است	0.666667
نشان	کرد	در	0.162791
نشان	کرد	این	0.069767
نشان	کرد	با	0.069767
نشان	کرد	باید	0.034884
نشان	کرد	اگر	0.034884
نشد	و	در	0.147059
نشد	و	با	0.117647
نشد	و	این	0.117647
نشده	است	و	0.300000
نشده	است	اما	0.187500
نشده	است	که	0.112500
نشده	است	گفت	0.087500
نشده	است	به	0.050000
نشده	است	در	0.037500
نشده	اما	اگر	0.166667
نشده	باشد	اما	0.571429
نشده	بود	و	0.312500
نشده	بود	که	0.187500
نشده	و	به	0.083333
نشده	و	در	0.055556
نشده	و	اگر	0.055556
نشده	و	یا	0.055556
نشده	و	از	0.041667
نشده	و	این	0.041667
نشستن	طولانی	مدت	1.000000
نصب	شده	است	0.342857
نصب	شده	و	0.171429
نصب	شده	در	0.114286
نصب	شده	بود	0.085714
نصب	و	راه	0.272727
نصب	کرد	و	0.500000
نصف	شده	است	1.000000
نظام	آموزش	و	0.875000
نظام	است	و	0.545455
نظام	برنامه	ریزی	1.000000
نظام	را	به	0.200000
نظام	را	زیر	0.200000
نظام	را	در	0.200000
نظام	رتبه	بندی	0.833333
نظام	مقدس	جمهوری	0.947368
نظام	و	انقلاب	0.205882
نظام	و	دولت	0.088235
نظام	و	کشور	0.088235
نظام	و	مردم	0.088235
نظام	پزشکی	و	0.210526
نظامی	آمریکا	در	0.500000
نظامی	است	و	0.500000
نظامی	این	کشور	0.916667
نظامی	به	این	0.176471
نظامی	بین	دو	0.600000
نظامی	جنبش	مقاومت	1.000000
نظامی	خود	را	0.424242
نظامی	خود	در	0.181818
نظامی	در	این	0.100000
نظامی	در	قطب	0.075000
نظامی	در	جنگ	0.075000
نظامی	را	در	0.190476
نظامی	رو	به	0.750000
نظامی	روسیه	در	0.481481
نظامی	روسیه	به	0.185185
نظامی	روسیه	است	0.111111
نظامی	غرب	به	0.600000
نظامی	نیروهای	مسلح	0.500000
نظامی	و	امنیتی	0.162162
نظامی	و	سیاسی	0.108108
نظر	از	اینکه	0.230769
نظر	بسیاری	از	1.000000
نظر	بگیرید	و	0.375000
نظر	بگیرید	که	0.187500
نظر	تعداد	و	0.500000
نظر	خواهد	گرفت	0.750000
نظر	خود	را	0.750000
نظر	خودش	را	0.500000
نظر	دارد	در	0.250000
نظر	دارد	تا	0.250000
نظر	داریم	که	0.375000
نظر	داشت	که	0.454545
نظر	داشته	باشید	0.625000
نظر	سیاسی	و	1.000000
نظر	شما	در	0.142857
نظر	شما	آیا	0.081633
نظر	شما	درباره	0.081633
نظر	شما	به	0.061224
نظر	قرار	گرفت	0.322581
نظر	قرار	گرفته	0.161290
نظر	قرار	داد	0.161290
نظر	من	این	0.098361
نظر	من	در	0.098361
نظر	من	مشکل	0.049180
نظر	می	رسد	0.906667
نظر	می	رسید	0.066667
نظر	وجود	دارد	0.571429
نظر	گرفت	که	0.363636
نظر	گرفت	و	0.363636
نظر	گرفتن	این	0.133333
نظر	گرفتن	شرایط	0.100000
نظر	گرفته	شده	0.528302
نظر	گرفته	شود	0.163522
نظر	گرفته	است	0.075472
نظر	گرفته	شد	0.075472
نظر	گرفته	بود	0.031447
نظر	گرفته	بودند	0.018868
نظر	گرفته	می	0.018868
نظر	گرفته	اند	0.018868
نظم	جدید	جهانی	0.500000
نظم	و	امنیت	0.733333
نفت	خام	روسیه	0.160000
نفت	خام	را	0.160000
نفت	خام	آمریکا	0.120000
نفت	خود	را	0.818182
نفت	در	جهان	0.103448
نفت	در	روز	0.103448
نفت	را	به	0.260870
نفت	روسیه	به	0.363636
نفت	و	گاز	0.753086
نفت	و	نیرو	0.049383
نفت	گاز	و	0.833333
نفوذ	خود	در	0.461538
نفوذ	گرد	و	1.000000
نقد	و	بررسی	0.933333
نه	از	آن	0.214286
نه	انگار	که	1.000000
نه	این	که	0.500000
نه	اینکه	به	0.137931
نه	به	این	0.121951
نه	تنها	به	0.141026
نه	تنها	در	0.121795
نه	تنها	برای	0.076923
نه	تنها	از	0.057692
نه	تنها	یک	0.038462
نه	تنها	هیچ	0.038462
نه	تنها	این	0.032051
نه	تنها	با	0.032051
نه	تنها	بر	0.019231
نه	در	سطح	0.088235
نه	فقط	در	0.241379
نه	فقط	با	0.103448
نه	چندان	دور	0.600000
نه	چندان	خوب	0.150000
نه	گفتن	به	0.600000
نوبت	صبح	و	0.600000
نوبت	عصر	امروز	0.800000
نوک	خط	حمله	1.000000
نژاد	با	اشاره	0.714286
نژاد	بیان	کرد	1.000000
نژاد	رئیس	جمهور	0.750000
نکرد	و	در	0.148148
نکرده	است	و	0.517241
نکرده	است	که	0.103448
نکرده	و	به	0.190476
نکرده	و	در	0.166667
نگاه	اول	به	0.428571
نگاه	به	شرق	0.214286
نگاه	ما	به	0.857143
نگاه	می	کنند	0.300000
نگاه	می	کنم	0.300000
نگاه	میکنند	و	0.428571
نگاه	ویژه	ای	0.272727
نگاه	ویژه	دولت	0.272727
نگاه	ویژه	به	0.272727
نگاه	کرد	و	0.800000
نگاه	کردن	به	0.571429
نگاه	کنیم	این	0.176471
نگاه	کنیم	و	0.176471
نگرانی	از	این	0.187500
نگرانی	خود	را	1.000000
نگرانی	در	مورد	0.555556
نگرانی	وجود	دارد	0.500000
نگفته	است	که	1.000000
نگهبان	اظهار	کرد	1.000000
نگهبان	مورد	بررسی	1.000000
نیاز	است	که	0.309091
نیاز	است	تا	0.200000
نیاز	است	برای	0.109091
نیاز	است	این	0.054545
نیاز	است	از	0.054545
نیاز	است	به	0.054545
نیاز	برای	ساخت	0.173913
نیاز	برای	آن	0.130435
نیاز	به	یک	0.065421
نیاز	به	زمان	0.032710
نیاز	به	کمک	0.028037
نیاز	به	اصلاح	0.023364
نیاز	به	حمایت	0.018692
نیاز	به	برنامه	0.018692
نیاز	به	همکاری	0.018692
نیاز	به	بررسی	0.018692
نیاز	به	درمان	0.018692
نیاز	به	استفاده	0.018692
نیاز	به	تایید	0.014019
نیاز	به	پول	0.014019
نیاز	به	تغییر	0.014019
نیاز	به	تحقیقات	0.014019
نیاز	به	تولید	0.014019
نیاز	به	قانون	0.014019
نیاز	به	عمل	0.014019
نیاز	به	نیروی	0.014019
نیاز	به	آب	0.014019
نیاز	به	جراحی	0.014019
نیاز	خواهد	داشت	0.600000
نیاز	خود	را	0.615385
نیاز	دارد	و	0.230769
نیاز	دارد	که	0.205128
نیاز	دارد	تا	0.179487
نیاز	دارند	و	0.350000
نیاز	دارند	که	0.250000
نیاز	دارید	و	0.285714
نیاز	دارید	تا	0.214286
نیاز	داریم	و	0.210526
نیاز	داریم	که	0.157895
نیاز	داریم	تا	0.157895
